"PercentVar","SimulationNo","k_Mean","lambda_Mean","start_Mean","k_HDIlow","lambda_HDIlow","start_HDIlow","k_HDIhigh","lambda_HDIhigh","start_HDIhigh"
"Var_001","793SummaryInfo.csv",5.658106728,0.3422028364,7.617117405,3.75252,0.280652,4.61318,7.83776,0.413592,10.2773
"Var_001","794SummaryInfo.csv",13.729817816,0.6005025234,1.334237008898,10.9983,0.53348,0.000458171,15.8006,0.657163,3.48974
"Var_001","795SummaryInfo.csv",9.675056024,0.4859094806,4.423927750072,6.42362,0.393601,0.42329,13.7645,0.587457,7.70251
"Var_001","796SummaryInfo.csv",6.568942644,0.3985087172,7.9431964796,4.57603,0.328166,5.17963,9.04197,0.476257,10.402
"Var_001","797SummaryInfo.csv",10.786959782,0.505955408,2.8719657813816,7.52026,0.423491,0.000465527,13.7228,0.582597,5.79366
"Var_001","798SummaryInfo.csv",8.627723818,0.4642067126,5.30223118108,5.40978,0.375451,1.45012,12.1158,0.56449,8.49169
"Var_001","799SummaryInfo.csv",11.518652432,0.5130281268,1.65102641565304,8.93146,0.44632,7.7772e-06,13.6463,0.568795,4.09107
"Var_001","79SummaryInfo.csv",9.772515524,0.4811829888,4.26347062442,6.57383,0.393023,0.393142,13.6956,0.579866,7.46893
"Var_001","7SummaryInfo.csv",8.400044834,0.4447348242,5.75802021996,5.37333,0.359499,1.9935,12.2038,0.553437,9.19043
"Var_001","800SummaryInfo.csv",10.700980322,0.4965945998,2.924935365934,7.44357,0.41232,0.00874959,13.7922,0.576508,6.02924
"Var_001","801SummaryInfo.csv",12.275553314,0.5557449508,2.102516543976,9.12604,0.473524,0.001432,14.9939,0.624279,4.84242
"Var_001","802SummaryInfo.csv",10.27102395,0.5118166384,4.40258500816,6.79288,0.4166,0.788651,14.1908,0.612349,7.71303
"Var_001","803SummaryInfo.csv",12.536728154,0.569997963,2.0797331902016,9.21054,0.485433,0.000423232,15.1817,0.638498,4.83889
"Var_001","804SummaryInfo.csv",8.96901528,0.4979246102,5.80204520278,5.69931,0.40414,2.06945,12.8271,0.610713,8.95547
"Var_001","805SummaryInfo.csv",9.134375518,0.4986292122,5.21523641008,5.85409,0.405039,1.63138,12.9986,0.607785,8.63225
"Var_001","806SummaryInfo.csv",10.341144208,0.5061269786,3.7003163560016,7.05636,0.41519,0.0752907,14.1015,0.598434,6.78823
"Var_001","807SummaryInfo.csv",10.50059409,0.4977921314,3.167972517753,7.41124,0.411435,0.00575273,14.006,0.581608,6.20928
"Var_001","808SummaryInfo.csv",12.670857296,0.5619541504,1.1869034715816,10.2889,0.501857,0.000243757,14.4022,0.610564,3.22155
"Var_001","809SummaryInfo.csv",8.502558488,0.4419225266,4.831751832342,5.60768,0.353862,0.8784,12.1628,0.531295,8.03803
"Var_001","80SummaryInfo.csv",9.24804933,0.478465021,4.999186981912,6.01162,0.385097,1.24011,12.9947,0.576557,8.17034
"Var_001","810SummaryInfo.csv",11.57122195,0.5046825742,1.4932196318772,9.17759,0.443283,0.000779506,13.4343,0.552817,3.77668
"Var_001","811SummaryInfo.csv",12.886205812,0.584019776,1.939317141575,9.42529,0.49664,0.000775335,15.5378,0.654429,4.77986
"Var_001","812SummaryInfo.csv",12.761652504,0.5616048862,1.16821043328938,10.4269,0.504108,8.15639e-05,14.4884,0.611088,3.0969
"Var_001","813SummaryInfo.csv",11.995469304,0.5426680244,1.947994764986,8.95008,0.463592,0.00224283,14.475,0.605605,4.69457
"Var_001","814SummaryInfo.csv",13.069569294,0.5687093382,1.4797140735148,10.3365,0.499212,0.000294483,15.2252,0.625464,3.84125
"Var_001","815SummaryInfo.csv",9.617427948,0.4800822718,4.414225910432,6.27662,0.387493,0.465406,13.5364,0.579329,7.7306
"Var_001","816SummaryInfo.csv",12.159865696,0.5698650734,2.494707886876,8.85174,0.482449,0.00147042,15.3622,0.651419,5.37634
"Var_001","817SummaryInfo.csv",12.04572569,0.545760863,1.9182464349008,8.97038,0.465549,0.000160924,14.415,0.606885,4.62476
"Var_001","818SummaryInfo.csv",12.442870614,0.5535464998,1.7278210483938,9.56223,0.483609,0.000937859,14.705,0.61524,4.17427
"Var_001","819SummaryInfo.csv",10.851772674,0.5210386604,3.1904311373972,7.44421,0.429481,0.00241085,14.4071,0.611039,6.35748
"Var_001","81SummaryInfo.csv",11.33656608,0.5305986784,2.8972171381172,7.95771,0.442118,0.000476649,14.6766,0.613946,5.99493
"Var_001","820SummaryInfo.csv",9.702455264,0.4891031022,4.1438240288672,6.4916,0.401464,0.346047,13.5034,0.587062,7.3281
