"SimulationNo","PercentVar","Rhat_k","Rhat_l","Rhat_s"
"481Mcmc.Rdata","Var_05",0.999411362000815,0.999206912355815,0.999450504326581
"493Mcmc.Rdata","Var_05",1.00399552364011,0.999311068382345,1.0040742252434
"49Mcmc.Rdata","Var_05",1.01703587624511,0.999644263404129,1.01364643273634
"505Mcmc.Rdata","Var_05",1.04365183265253,1.00039887012798,1.04428508954698
"517Mcmc.Rdata","Var_05",1.00746309596345,0.999422593275095,1.00751386399935
"529Mcmc.Rdata","Var_05",1.02900653636573,0.999907431576917,1.0242617931307
"541Mcmc.Rdata","Var_05",1.00954242519724,0.999457015354804,1.00833601324439
"553Mcmc.Rdata","Var_05",1.00601928019278,0.999393327604012,1.00584515953868
"565Mcmc.Rdata","Var_05",1.00542266294389,0.999354464031357,1.00523703004101
"577Mcmc.Rdata","Var_05",1.05594931787011,1.00077761389126,1.05373468497394
"589Mcmc.Rdata","Var_05",1.00294808109762,0.999281364666387,1.00295200549439
"601Mcmc.Rdata","Var_05",0.999671756677951,0.999207495016555,0.999823190353121
"613Mcmc.Rdata","Var_05",1.00597787950426,0.999377303435131,1.00583654408491
"61Mcmc.Rdata","Var_05",1.00632793803832,0.999439946187951,1.00840490341077
"625Mcmc.Rdata","Var_05",1.00009942070578,0.999222946582171,1.00002361227227
"637Mcmc.Rdata","Var_05",1.00616151954501,0.999356961749411,1.00570950466103
"649Mcmc.Rdata","Var_05",1.00254517476756,0.999289331223482,1.00199464677865
"661Mcmc.Rdata","Var_05",1.00614224067525,0.999403609501679,1.00621496811611
"673Mcmc.Rdata","Var_05",1.01659988465532,0.999656678419145,1.01761194725143
"685Mcmc.Rdata","Var_05",1.00510088753376,0.999342947394727,1.00406389202458
"697Mcmc.Rdata","Var_05",1.01069799513675,0.999520934372988,1.00923432325631
"709Mcmc.Rdata","Var_05",1.0064823278219,0.999385586123957,1.00495292187067
"721Mcmc.Rdata","Var_05",1.00608312087346,0.999397832528143,1.0050831801545
"733Mcmc.Rdata","Var_05",1.01341943332827,0.999566594575668,1.01454505408148
"73Mcmc.Rdata","Var_05",1.00379189965128,0.99931781957227,1.00368285046934
"745Mcmc.Rdata","Var_05",1.0019936080328,0.999285323228839,1.00136022158959
"757Mcmc.Rdata","Var_05",1.00007254462769,0.999232601003504,1.0003714056095
"769Mcmc.Rdata","Var_05",1.00214473725714,0.999284575212596,1.00229500139783
"781Mcmc.Rdata","Var_05",1.00148350410529,0.999256224152305,1.00202078710233
"793Mcmc.Rdata","Var_05",1.0172546910907,0.999749900798566,1.01985195176971
"805Mcmc.Rdata","Var_05",1.01138138608633,0.999505167692741,1.00997696262592
"817Mcmc.Rdata","Var_05",1.00760661083934,0.999378034095816,1.00833636188675
"829Mcmc.Rdata","Var_05",1.02199772873033,0.999806333008362,1.02056219240458
"841Mcmc.Rdata","Var_05",1.0011118278406,0.999258780151485,1.00089238446728
"853Mcmc.Rdata","Var_05",1.00372835213766,0.999327546600843,1.00265222188474
"85Mcmc.Rdata","Var_05",1.00223141725978,0.999277395345429,1.00157110570343
"865Mcmc.Rdata","Var_05",1.00431905558213,0.999312757887447,1.00495676717063
"877Mcmc.Rdata","Var_05",1.00176966570174,0.999272422613804,1.00145586634514
"889Mcmc.Rdata","Var_05",1.00521151449682,0.999349488053444,1.0057115593559
"901Mcmc.Rdata","Var_05",1.04049062312887,1.00032653340764,1.04077203674266
"913Mcmc.Rdata","Var_05",1.00145332666099,0.999253055653149,1.00129012531191
"925Mcmc.Rdata","Var_05",0.999320518537644,0.999202999153812,0.999370680083788
"937Mcmc.Rdata","Var_05",1.01160381830564,0.999490405635864,1.01192818238835
"949Mcmc.Rdata","Var_05",1.03128558149108,1.00007337479743,1.03384702386515
"961Mcmc.Rdata","Var_05",1.00133515209748,0.999261882882939,1.00109900725611
"973Mcmc.Rdata","Var_05",1.00113282446722,0.999247570990362,1.00067920745898
"97Mcmc.Rdata","Var_05",1.00526387153041,0.999378459030331,1.00593167153518
"985Mcmc.Rdata","Var_05",1.0119746282132,0.999510337550429,1.01143900937333
"997Mcmc.Rdata","Var_05",1.0103767943995,0.999477695695967,1.00768471191882
"110Mcmc.Rdata","Var_05",1.02638904368834,0.999857113863294,1.02116291410093
"122Mcmc.Rdata","Var_05",1.00635015517393,0.999377967247211,1.00426922405928
"134Mcmc.Rdata","Var_05",1.02648563784461,0.999904959074402,1.02545562413818
"146Mcmc.Rdata","Var_05",1.01933020296247,0.999666360525781,1.01974890810611
"14Mcmc.Rdata","Var_05",1.00495807421546,0.999361139970235,1.00560778346034
"158Mcmc.Rdata","Var_05",1.02025212787527,0.999734296053321,1.01889239855005
"170Mcmc.Rdata","Var_05",1.00309714937661,0.999296100313742,1.0032410887175
"182Mcmc.Rdata","Var_05",1.00858162298695,0.999455484410332,1.00823309421458
"194Mcmc.Rdata","Var_05",1.01641638618767,0.999617049322827,1.01710639290751
"206Mcmc.Rdata","Var_05",1.00290427187165,0.999286301343369,1.00236624913181
"218Mcmc.Rdata","Var_05",1.01293583233453,0.99952679437661,1.00968713978964
"230Mcmc.Rdata","Var_05",1.00360502849948,0.999304889290272,1.0037666728685
"242Mcmc.Rdata","Var_05",1.01118691264447,0.999474184058872,1.01200431896249
"254Mcmc.Rdata","Var_05",1.01964181744837,0.999724304670422,1.01801250699339
"266Mcmc.Rdata","Var_05",1.00299593654508,0.999305638643003,1.00314926698028
"26Mcmc.Rdata","Var_05",1.0235501816559,0.999835684761735,1.0225408176365
"278Mcmc.Rdata","Var_05",1.03323387084361,1.00016544887496,1.03566541784419
"290Mcmc.Rdata","Var_05",1.00088412960167,0.99924186275955,1.00069683687163
"2Mcmc.Rdata","Var_05",1.00327829585561,0.999296929187833,1.00287932843014
"302Mcmc.Rdata","Var_05",1.00364522438799,0.999307014798035,1.0033398966456
"314Mcmc.Rdata","Var_05",1.02538594987231,0.999832922201889,1.02690593739749
"326Mcmc.Rdata","Var_05",1.01042462993486,0.999548857405351,1.00969432570371
"338Mcmc.Rdata","Var_05",1.01247869016562,0.999524853301752,1.01172245148662
"350Mcmc.Rdata","Var_05",1.03622774481555,1.00022863053473,1.03632150320058
"362Mcmc.Rdata","Var_05",1.00309122127186,0.999294334225499,1.00365788983903
"374Mcmc.Rdata","Var_05",1.01631554192167,0.99971824642302,1.01729042952143
"386Mcmc.Rdata","Var_05",1.00255718452137,0.999267194099998,1.00305718772136
"38Mcmc.Rdata","Var_05",1.01946127756704,0.999720020261688,1.01963039700915
"398Mcmc.Rdata","Var_05",1.00089299923104,0.99924059587237,1.00039925590776
"410Mcmc.Rdata","Var_05",1.0023762657636,0.999265383843981,1.00194104392207
"422Mcmc.Rdata","Var_05",1.00591010424368,0.999369057102518,1.00551860807479
"434Mcmc.Rdata","Var_05",1.0035079160333,0.999330441087949,1.00459378372497
"446Mcmc.Rdata","Var_05",1.00377687224505,0.999337579633951,1.0035143087681
"458Mcmc.Rdata","Var_05",1.00822343120447,0.999424276949709,1.0085066214598
"470Mcmc.Rdata","Var_05",1.0103668951415,0.999465048076654,1.00879919736582
"482Mcmc.Rdata","Var_05",1.01690004771362,0.999708770937052,1.0193868329732
"494Mcmc.Rdata","Var_05",1.00146494454355,0.999258606508926,1.00114252753542
"506Mcmc.Rdata","Var_05",1.01294715222304,0.999615432191028,1.01352076582269
"50Mcmc.Rdata","Var_05",1.00626353842537,0.99936434276301,1.00503711720484
"518Mcmc.Rdata","Var_05",1.01052624335518,0.99946573111052,1.01009898957661
"530Mcmc.Rdata","Var_05",1.0047605245784,0.999331682792678,1.00481653949953
"542Mcmc.Rdata","Var_05",1.00870568448682,0.999467167589256,1.00815508834153
"554Mcmc.Rdata","Var_05",1.0029066490763,0.999290751781272,1.00230824589821
"566Mcmc.Rdata","Var_05",1.0066442646052,0.999386383852646,1.00555878612216
"578Mcmc.Rdata","Var_05",1.00166199127812,0.999248032432288,1.00161360301068
"590Mcmc.Rdata","Var_05",1.0079495452653,0.999408379825716,1.00778197121422
"602Mcmc.Rdata","Var_05",1.0172753167286,0.999692742449841,1.0157154227525
"614Mcmc.Rdata","Var_05",1.00591597344511,0.999356763842433,1.00644030459162
"626Mcmc.Rdata","Var_05",1.00074319350612,0.999242324967821,1.00054194140834
"62Mcmc.Rdata","Var_05",1.00020606417139,0.999217964196737,0.999999798518876
"638Mcmc.Rdata","Var_05",1.00231450330407,0.999266544061819,1.00284900888399
"650Mcmc.Rdata","Var_05",1.00171706559719,0.999268995015182,1.00196074401479
"662Mcmc.Rdata","Var_05",1.01178537476041,0.999535125500734,1.00987915661224
"674Mcmc.Rdata","Var_05",1.00237976567803,0.999280807376584,1.00220724151159
"686Mcmc.Rdata","Var_05",1.02221426405911,0.999799484218434,1.02139937242515
"698Mcmc.Rdata","Var_05",1.00183359449019,0.999268211841018,1.00152312499213
"710Mcmc.Rdata","Var_05",1.01106413580326,0.999516978361273,1.01045317713984
"722Mcmc.Rdata","Var_05",1.01514982799722,0.999592351663866,1.01509110275896
"734Mcmc.Rdata","Var_05",1.00117638520386,0.999242821673196,1.00130628331497
"746Mcmc.Rdata","Var_05",1.01926552780233,0.999720031033399,1.01878318641825
"74Mcmc.Rdata","Var_05",1.02686401559324,0.999905221067396,1.02750054554501
"758Mcmc.Rdata","Var_05",1.00313188565842,0.999276542351644,1.0036927250942
"770Mcmc.Rdata","Var_05",1.00675655763534,0.9994063718107,1.00571401521237
"782Mcmc.Rdata","Var_05",1.00656611621584,0.999461301863692,1.00789349823486
"794Mcmc.Rdata","Var_05",1.00171035855437,0.99926255218669,1.00207547048882
"806Mcmc.Rdata","Var_05",1.02892294151185,0.999966488965032,1.02870516494433
"818Mcmc.Rdata","Var_05",0.999906850641268,0.999221126264297,0.999717740538285
"830Mcmc.Rdata","Var_05",1.00532469222713,0.999361559533032,1.00457804246553
"842Mcmc.Rdata","Var_05",1.01115695298121,0.999488677026594,1.01021938693786
"854Mcmc.Rdata","Var_05",1.00543055402105,0.999350031634392,1.00466458646193
"866Mcmc.Rdata","Var_05",1.00106202035255,0.999249883331571,1.00098222397461
"86Mcmc.Rdata","Var_05",1.03470581441472,1.00013031339166,1.03373698908167
"878Mcmc.Rdata","Var_05",1.00616340288489,0.99937501341868,1.00519836245861
"890Mcmc.Rdata","Var_05",1.00563603999407,0.99933023590279,1.0055037708009
"902Mcmc.Rdata","Var_05",1.00013572250778,0.999224665685306,1.00011728787884
"914Mcmc.Rdata","Var_05",1.01177010158907,0.999524521484093,1.01138147194345
"926Mcmc.Rdata","Var_05",1.00150268250276,0.999274483530717,1.00158789397668
"938Mcmc.Rdata","Var_05",1.02285585920311,0.999840382257127,1.02792810688487
"950Mcmc.Rdata","Var_05",1.0033805252667,0.999290532686185,1.00262153628169
"962Mcmc.Rdata","Var_05",1.00392436701802,0.99931166891508,1.00280931885511
"974Mcmc.Rdata","Var_05",1.00511277517994,0.999358489721964,1.00372889245444
"986Mcmc.Rdata","Var_05",1.0214208153407,0.999755147290547,1.02247153990479
"98Mcmc.Rdata","Var_05",1.02257917422384,0.999774667739877,1.02226764102659
"998Mcmc.Rdata","Var_05",1.00226752827139,0.999279322333545,1.00189789916673
"111Mcmc.Rdata","Var_05",1.01541812560479,0.999621023832551,1.01740355568811
"123Mcmc.Rdata","Var_05",1.00512309369651,0.99933118262786,1.00667054489639
"135Mcmc.Rdata","Var_05",1.02679830187302,0.999938893312204,1.02453278035239
"147Mcmc.Rdata","Var_05",1.00334905484528,0.999303962024098,1.0033682687538
"159Mcmc.Rdata","Var_05",1.00897760619133,0.999462320367535,1.00663423070152
"15Mcmc.Rdata","Var_05",1.00343442468142,0.99930183416097,1.00264845618616
"171Mcmc.Rdata","Var_05",1.00143412754302,0.999267109959684,1.00109565707091
"183Mcmc.Rdata","Var_05",1.01171814747562,0.999518809451742,1.01213541191127
"195Mcmc.Rdata","Var_05",1.00576777175971,0.99937613700347,1.00625270579645
"207Mcmc.Rdata","Var_05",1.01267814640609,0.999537070569602,1.0120088130364
"219Mcmc.Rdata","Var_05",1.00220114013792,0.999263935812709,1.00185829259279
"231Mcmc.Rdata","Var_05",1.00906437689758,0.999454142868384,1.00905912187428
"243Mcmc.Rdata","Var_05",1.00780180769612,0.999410157307446,1.00653576208433
"255Mcmc.Rdata","Var_05",1.00565083889831,0.999367024760565,1.00484044379616
"267Mcmc.Rdata","Var_05",1.01272584728374,0.999537190346488,1.01205661231047
"279Mcmc.Rdata","Var_05",1.00396081666251,0.999333873416516,1.00399861645153
"27Mcmc.Rdata","Var_05",1.00767678387415,0.999423443745804,1.00696304857093
"291Mcmc.Rdata","Var_05",1.00203758593761,0.999257957701352,1.00220806991051
"303Mcmc.Rdata","Var_05",1.0143248242282,0.999590568929648,1.01254568346932
"315Mcmc.Rdata","Var_05",1.01588515785822,0.999585063050072,1.01491730915139
"327Mcmc.Rdata","Var_05",1.0130959539438,0.999585842894412,1.01335439425426
"339Mcmc.Rdata","Var_05",1.00604402634735,0.999411181215396,1.00651057970582
"351Mcmc.Rdata","Var_05",1.00647785005502,0.999384331383074,1.00818221881182
"363Mcmc.Rdata","Var_05",1.00022880455626,0.99922044748129,1.00035633032539
"375Mcmc.Rdata","Var_05",1.00287206184758,0.999307206337017,1.00299085302036
"387Mcmc.Rdata","Var_05",1.01266626195238,0.999579414496052,1.01395813739632
"399Mcmc.Rdata","Var_05",1.0584190058981,1.00074494917984,1.06033992390164
"39Mcmc.Rdata","Var_05",1.00220408337856,0.999284973478113,1.00132934610336
"3Mcmc.Rdata","Var_05",1.01867899724095,0.99976116462229,1.01811721519571
"411Mcmc.Rdata","Var_05",0.999490311643516,0.999210888731988,0.999856816649151
"423Mcmc.Rdata","Var_05",1.01350021784374,0.999544056132041,1.01360421024867
"435Mcmc.Rdata","Var_05",1.00374983394232,0.99930272072622,1.00353107387304
"447Mcmc.Rdata","Var_05",1.06564276268646,1.00089271510044,1.05851754340413
"459Mcmc.Rdata","Var_05",1.00754953477329,0.999433076238039,1.00845606156879
"471Mcmc.Rdata","Var_05",0.999883886479634,0.999215440316735,1.00029649600201
"483Mcmc.Rdata","Var_05",1.00634069598476,0.999413549599668,1.00670521333748
"495Mcmc.Rdata","Var_05",1.00919845114486,0.999447943009046,1.00774282955163
